Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
400,13,0.9002,70.22,912.4,0.06962,0.999993,"GZMH GZMB RNF212B CMTM5 DHRS2 EFS LRRC16B TGM1 CIDEB CTSG CMA1 JPH4 BCL2L2"
401,10,0.9503,42.76,192.3,0.1677,0.999147,"DNAJC21 EFTUD1 UFSP2 UBA5 CDK5RAP3 UFL1 UFM1 UFC1 DDRGK1 C1orf27"
402,4,0.9182,5.509,87.83,0.05436,0.992931,"TRIB1 WASL STK40 RFWD2"
403,5,0.9169,9.169,251.2,0.03391,0.996692,"L3MBTL4 RAB31 PPP4R1 MYOM1 ANKRD12"
404,4,0.9359,5.615,66.15,0.07040,0.992931,"MED24 MED23 DR1 DRAP1"
405,4,0.9077,5.446,191.9,0.02652,0.992931,"TP53I3 GCKR HS1BP3 RHOB"
406,4,0.9993,5.996,60.45,0.08054,0.992931,"AHR AIP ARNT STIP1"
407,4,0.9779,5.868,153.0,0.03517,0.992931,"MYL6 TMOD3 FLII LRRFIP2"
408,9,0.9517,34.26,244.3,0.1155,0.999853,"GPS1 COPS7A COPS3 COPS8 COPS6 CAND1 COPS2 COPS4 COPS5"
409,8,0.9016,25.24,522.9,0.04475,0.999679,"CDH6 LMBRD2 OXCT1 PRDM9 CDH10 SLC1A3 SLC45A2 CDH9"
410,19,0.9011,154.1,1125,0.1170,1.00000,"ABCA2 C9orf173 CLIC3 DPP7 ENTPD2 FAM69B FBXW5 LCN10 LCN12 LCN15 LCN6 LCN8 MAN1B1 NPDC1 PHPT1 RNF224 SDCCAG3 TMEM210 UAP1L1"
411,5,0.9754,9.754,147.2,0.05843,0.996692,"VDAC1 GPI PGP PFKP HK2"
412,9,0.9006,32.42,647.2,0.04647,0.999853,"FBXO4 DAB2 CARD6 PTGER4 C7 AMACR MROH2B RAI14 PRKAA1"
413,4,0.9167,5.500,242.0,0.02153,0.992931,"COL7A1 TRANK1 GLT8D1 FBXW12"
414,4,0.9483,5.690,74.92,0.06422,0.992931,"DHFR DHFRL1 DTYMK TYMS"
415,8,0.9064,25.38,553.2,0.04268,0.999679,"HSPA12B UBOX5 SPEF1 C20orf27 EBF4 AP5S1 PRND TMEM239"
416,5,0.9176,9.176,285.3,0.03013,0.996692,"OR10H5 OR10H1 CLEC17A OR7C2 CD97"
417,8,0.9068,25.39,431.1,0.05374,0.999679,"EPHA6 CLDND1 OR5K3 IMPG2 OR5K1 PROS1 OR5AC2 BBX"
418,5,0.9001,9.001,361.9,0.02363,0.996692,"MSR1 PHYHIP SORBS3 ARHGEF10 DEFB105A"
419,7,0.9172,19.26,614.9,0.02972,0.999299,"ASGR2 KRBA2 INCA1 KCTD11 ENO3 TNFSF12 TEKT1"
420,4,0.9166,5.500,194.7,0.02642,0.992931,"TBC1D3 EIF3C NPIPB6 OR4F5"
421,6,0.9157,13.73,307.8,0.04119,0.998474,"ZNF654 HTR1F LMOD3 CGGBP1 VGLL3 POU1F1"
422,5,0.9272,9.272,351.5,0.02501,0.996692,"TMEM8A DECR2 GNG13 RHBDL1 C16orf13"
423,20,0.9004,171.1,1649,0.09197,1.00000,"MRPL51 MRPL10 MRPL13 MRPL14 MRPL15 MRPL18 MRPL2 MRPL20 MRPL23 MRPL30 MRPL39 MRPL43 MRPL44 MRPS2 MRPL48 MRPL35 MRPL45 MRPL37 MRPL28 MRPL16"
424,15,0.9035,94.87,959.9,0.08745,0.999999,"FBXO4 CCDC152 CAPSL RANBP3L LMBRD2 OXCT1 C7 EGFLAM TTC23L UGT3A1 MROH2B RAI14 SLC1A3 IL7R FYB"
425,6,0.9209,13.81,282.6,0.04478,0.998474,"HIST1H2BI HIST1H1E HIST1H1B HIST1H1C HIST1H1D CRAMP1L"
426,9,0.9007,32.43,774.9,0.03929,0.999853,"ADA LBP NNAT BPI GHRH EPB41L1 KIAA1755 SLC32A1 ZHX3"
427,5,0.9329,9.329,129.0,0.06288,0.996692,"GSK3B GSK3A UBALD2 UBALD1 FOXK1"
428,4,0.9056,5.433,248.9,0.02071,0.992931,"TRIM46 SLC50A1 PBXIP1 UBE2Q1"
429,4,0.9101,5.461,254.9,0.02035,0.992931,"FAIM2 AQP5 KRT85 AQP6"
430,11,0.9022,49.62,940.5,0.04902,0.999969,"OPRK1 CA8 GGH TOX CEBPD TRIM55 C8orf22 LYN NSMAF UBE2V2 SPIDR"
431,5,0.9016,9.016,263.9,0.03187,0.996692,"FAM89B PACS1 PCNXL3 KCNK7 SSSCA1"
432,15,0.9048,95.01,908.9,0.09189,0.999999,"ITPR2 PTHLH C12orf77 KLHL42 MANSC4 RASSF8 TMTC1 STK38L REP15 LMNTD1 CAPRIN2 TM7SF3 ARNTL2 SSPN CASC1"
433,5,0.9160,9.160,387.2,0.02254,0.996692,"VWA3B TEKT4 ASTL ITPRIPL1 PDCL3"
434,19,0.9046,154.7,1498,0.09147,1.00000,"AARD C8orf76 COL14A1 COLEC10 ENPP2 FAM83A FBXO32 KLHL38 MTSS1 NOV RNF139 SLC30A8 TMEM65 TRMT12 WDYHV1 ZHX1 ZHX2 ZNF572 CPQ"
435,4,0.9613,5.768,69.20,0.06952,0.992931,"RBM4 PIAS4 SRBD1 TDP2"
436,6,0.9032,13.55,188.2,0.06339,0.998474,"TRAPPC12 TRIP11 TRAPPC13 SEC23IP TRAPPC2L RAB1A"
437,5,0.9369,9.369,352.8,0.02518,0.996692,"PIANP COPS7A LPAR5 GNB3 ZNF384"
438,11,0.9035,49.69,733.3,0.06173,0.999969,"TRAPPC9 TIGD5 MROH6 RHPN1 NRBP2 MAPK15 FOXH1 GLI4 LY6K NAPRT FAM83H"
439,6,0.9744,14.62,166.1,0.07584,0.998474,"ING2 SUDS3 SAP130 ING1 ARID4B SIN3A"
440,11,0.9075,49.92,342.7,0.1204,0.999969,"ULK1 WIPI2 ATG12 ATG7 ATG13 ATG14 ATG3 ATG101 EPG5 ATG9A RB1CC1"
441,9,0.9068,32.64,609.2,0.04947,0.999853,"CEBPE CMTM5 OR11H4 OR11H6 RNASE13 ANG RNASE3 OR11G2 OR10G2"
442,5,0.9208,9.208,300.4,0.02881,0.996692,"C14orf79 ADSSL1 CEP170B AKT1 NUDT14"
443,4,0.9371,5.623,247.4,0.02154,0.992931,"KHK DTNB TRIM54 GPR113"
444,4,0.9250,5.550,260.8,0.02023,0.992931,"PEG3 ZNF28 ZNF578 KIR2DL1"
445,4,0.9016,5.410,212.0,0.02400,0.992931,"TMCO3 PROZ DCUN1D2 MCF2L"
446,6,0.9248,13.87,113.1,0.09981,0.998474,"PGAM1 ENO1 TPI1 ALDOA GAPDH PKM"
447,5,0.9018,9.018,333.0,0.02562,0.996692,"SNURF GABRB3 GJD2 C15orf53 GABRA5"
448,7,0.9043,18.99,207.9,0.07885,0.999299,"PCYT2 SEC14L1 PEX7 AGPS FAR1 EPT1 GNPAT"
449,5,0.9171,9.171,389.6,0.02243,0.996692,"CCDC92 PITPNM2 WDR66 CCDC62 HIP1R"
450,6,0.9068,13.60,323.9,0.03892,0.998474,"PSG2 ZNF285 PSG5 PSG3 PSG8 PSG11"
451,4,0.9053,5.432,252.2,0.02045,0.992931,"PARP12 ZNF783 CLEC2L KIAA1549"
452,15,0.9057,95.10,349.8,0.2003,0.999712,"C17orf70 RFWD3 FANCM FANCA ERCC4 BRIP1 FANCI FANCE C19orf40 FANCC FANCF FANCG FANCL FANCD2 UBE2T"
453,6,0.9287,13.93,380.3,0.03430,0.998474,"CCDC30 EXO5 ZFP69 WDR65 SLFNL1 ZNF691"
454,5,0.9007,9.007,371.0,0.02309,0.996692,"RXFP2 URAD N4BP2L2 MEDAG B3GALTL"
455,7,0.9904,20.80,107.9,0.1457,0.999299,"UBE2H YPEL5 GID8 RANBP9 RMND5A WDR26 MAEA"
456,4,0.9772,5.863,50.65,0.09089,0.992931,"STK40 DET1 RFWD2 DUSP4"
457,10,0.9029,40.63,880.1,0.04319,0.999933,"HIRIP3 PYDC1 C16orf92 BCKDK LAT MAZ STX1B ITGAD KIF22 PRRT2"
458,7,0.9067,19.04,256.9,0.06566,0.999299,"NFKB1 RELA IKBKB RELB CHUK IRF4 CCND2"
459,4,0.9504,5.702,65.19,0.07228,0.992931,"GCN1L1 SLC38A2 ASNS EIF2AK4"
460,7,0.9430,19.80,294.9,0.06024,0.999299,"CCDC132 VIPAS39 VPS33B RAB14 HTT TSSC1 VPS52"
461,5,0.9207,9.207,269.8,0.03186,0.996692,"TMEM179B UQCC3 TTC9C METTL12 NUDT22"
462,7,0.9019,18.94,519.4,0.03429,0.999299,"BTBD17 GPR142 GRIN2C SSTR2 TMEM104 SDK2 UBE2O"
463,5,0.9336,9.336,208.9,0.04091,0.996692,"RNF20 NCBP1 MRPL50 PRPF4 NOL8"
464,5,0.9506,9.506,207.7,0.04183,0.996692,"NOTCH1 NCSTN PSENEN PSEN1 RBPJ"
465,5,0.9009,9.009,104.1,0.07318,0.996692,"DSCC1 CHTF18 FEN1 CHTF8 RFC3"
466,3,0.9062,2.719,42.31,0.05327,0.985452,"G3BP1 SERBP1 CAPRIN1"
467,9,0.9043,32.55,710.0,0.04280,0.999853,"RNF212B ABHD4 CMTM5 CPNE6 DHRS2 PSMB11 RNASE13 SLC22A17 TGM1"
468,6,0.9095,13.64,316.1,0.03992,0.998474,"OR11H4 OR11H6 RAB2B OR4M1 OR11H1 OR4K2"
469,13,0.9028,70.42,1207,0.05405,0.999993,"KCNA10 RSBN1 AKNAD1 VAV3 BCL2L15 GNAT2 TMEM167B PTPN22 FNDC7 TSPAN2 SYPL2 GSTM5 SLC22A15"
470,16,0.9008,108.1,1286,0.07578,0.999999,"TM9SF4 BPIFB6 CCM2L DNMT3B DUSP15 FOXS1 HCK MYLK2 DEFB116 EHD3 BPIFB3 BPIFB4 KIF3B BPIFB1 BPIFA1 BPIFA3"
471,6,0.9181,13.77,215.0,0.05720,0.998474,"CDC45 DGCR8 GNB1L UFD1L DGCR14 TFIP11"
472,6,0.9050,13.58,91.36,0.1161,0.998474,"UBIAD1 MVK HMGCS1 HMGCR PMVK GMPPB"
473,13,0.9022,70.37,1091,0.05926,0.999993,"CASQ2 CD58 TRIM45 TSHB TBX15 HMGCS2 SPAG17 CD101 HAO2 HSD3B1 NGF SLC22A15 FAM212B"
474,4,0.9364,5.619,107.4,0.04644,0.992931,"DHX35 WDR83 GPATCH1 PPIE"
475,8,0.9084,25.43,314.9,0.07138,0.999679,"PRAMEF6 PRAMEF7 PRAMEF8 PRAMEF12 PRAMEF14 PRAMEF10 LOC391003 PRAMEF20"
476,16,0.8717,104.6,783.9,0.1136,0.999999,"PIGK GPAA1 PIGO PIGN PIGV PIGT PIGP PIGQ PIGS PIGW PIGY PIGC PGAP2 DPM1 PIGU PIGM"
477,5,0.9374,9.374,147.5,0.05616,0.996692,"GSG2 SGOL1 ESCO2 CDCA5 DDX11"
478,4,0.9059,5.435,178.5,0.02832,0.992931,"NEURL4 PAWR ROCK2 DAPK3"
479,6,0.9557,14.33,258.1,0.05040,0.998474,"MDM2 RPS27L MDM4 DDX31 WDR89 PPM1D"
480,4,0.9441,5.665,234.1,0.02287,0.992931,"COX17 COA6 SLC31A1 COQ4"
481,6,0.9445,14.17,245.2,0.05221,0.998474,"TPK1 PPCDC PDXK PPCS GCLC GSS"
482,5,0.9595,9.595,195.0,0.04472,0.996692,"PINX1 DDX21 DNAJC2 NCL HSPA14"
483,4,0.9390,5.634,282.5,0.01903,0.992931,"MYH3 PIRT ZNF18 TMEM220"
484,8,0.9042,25.32,172.7,0.1183,0.999679,"WDR7 ATP6V0B ATP6V1H ATP6V1E1 ATP6V1F ATP6V1A ATP6V0C ATP6V1B2"
485,5,0.9042,9.042,420.4,0.02058,0.996692,"HSD17B14 CNFN APOC2 PINLYP KLC3"
486,4,0.9260,5.556,258.1,0.02046,0.992931,"KRTAP4-8 NT5C3B KRTAP4-11 GJD3"
487,5,0.9558,9.558,131.5,0.06329,0.996692,"CRLS1 TIMM13 ROMO1 YME1L1 TIMM44"
488,4,0.9092,5.455,87.83,0.05386,0.992931,"CWC25 NSRP1 PPIL1 SNRNP40"
489,5,0.9290,9.290,107.7,0.07314,0.996692,"IER5L DPF2 SS18 ARID1A ARID1B"
490,9,0.9063,32.63,548.0,0.05451,0.999853,"PITPNM1 TBC1D10C CNIH2 LRFN4 C11orf80 SLC29A2 YIF1A CORO1B KLC2"
491,4,0.9105,5.463,127.9,0.03865,0.992931,"RPL10A RPL31 RPL9 RPS11"
492,5,0.9332,9.332,315.4,0.02788,0.996692,"MLIP TFAP2D GFRAL IL17A GLYATL3"
493,5,0.9230,9.230,313.9,0.02771,0.996692,"CRIP2 APOPT1 CEP170B EXOC3L4 CDCA4"
494,13,0.9360,73.01,400.7,0.1461,0.999993,"TMEM242 ATP5A1 ATP5H ATP5J ATP5J2 ATP5E ATP5F1 ATP5O ATP5L ATP5D ATP5C1 ATP5I ATP5B"
495,4,0.9056,5.434,235.2,0.02185,0.992931,"GHSR GPR160 LRRIQ4 ATP13A4"
496,6,0.9013,13.52,432.9,0.02949,0.998474,"PALMD FRRS1 FAM69A GNAT2 EXTL2 AMY2A"
497,7,0.9072,19.05,263.7,0.06420,0.999299,"HTRA2 IMMP2L MTX2 MTCH2 FAM136A CLPB CHCHD3"
498,8,0.9059,25.37,418.8,0.05512,0.999679,"PDE12 GRSF1 RNMTL1 NOA1 RPUSD3 SLC30A9 RMND1 REXO2"
499,10,0.9017,40.58,641.4,0.05781,0.999933,"CCDC152 RANBP3L NIM1K C7 NNT UGT3A1 PRLR C5orf28 RAI14 C5orf42"
500,7,0.9903,20.80,160.4,0.1065,0.999299,"DLAT SLC25A1 MDH2 CS MPC2 MPC1 PDHB"
501,4,0.9415,5.649,221.1,0.02407,0.992931,"CD248 PC ZDHHC24 PELI3"
502,4,0.9360,5.616,132.7,0.03839,0.992931,"TMEM9B NRIP3 RIC3 DENND5A"
503,4,0.9096,5.457,187.0,0.02722,0.992931,"ATP6V0A4 AGBL3 BRAF RAB19"
504,8,0.9176,25.69,365.5,0.06309,0.999679,"PDE12 GRSF1 MPV17L2 NOA1 RPUSD3 C1QBP SLC30A9 REXO2"
505,5,0.9158,9.158,69.64,0.1031,0.996692,"NCLN EMC2 EMC4 EMC1 EMC6"
506,7,0.9106,19.12,377.6,0.04656,0.999299,"TCEA2 MYT1 LKAAEAR1 SLC2A4RG ZGPAT OPRL1 NPBWR2"
507,8,0.9014,25.24,631.1,0.03754,0.999679,"CHIA GNAT2 HSD3B1 AMY1A VANGL1 FAM212B AMY2A NBPF6"
508,4,0.9758,5.855,67.62,0.07186,0.992931,"PLAA DDI2 NGLY1 NFE2L1"
509,8,0.9103,25.49,579.7,0.04103,0.999679,"MMD2 CYP2W1 PDGFA PRKAR1B GPR146 ELFN1 GPER1 SNX8"
510,6,0.9095,13.64,468.5,0.02761,0.998474,"UNC5CL MOCS1 TTBK1 TREM2 PRICKLE4 NCR2"
511,6,0.9121,13.68,154.0,0.07616,0.998474,"SPTLC1 SPTLC2 PI4KB C10orf76 SPTSSA COL4A3BP"
512,4,0.9952,5.971,70.53,0.07067,0.992931,"CEP55 KIF14 CIT PDCD6IP"
513,4,0.9770,5.862,160.8,0.03356,0.992931,"JOSD1 TM2D1 TM2D3 TM2D2"
514,7,0.9073,19.05,548.9,0.03274,0.999299,"GLI1 AGAP2 INHBE METTL21B AVIL CTDSP2 TSFM"
515,6,0.9085,13.63,407.0,0.03150,0.998474,"BRICD5 ZNF174 MMP25 CCDC64B CLDN9 HCFC1R1"
516,6,0.9135,13.70,176.6,0.06774,0.998474,"NUPL1 CENPJ SAP18 POMP SKA3 GTF3A"
517,7,0.9599,20.16,215.2,0.08083,0.999299,"ALAS1 ALAD HMBS UROS CPOX FECH PPOX"
518,4,0.9143,5.486,238.4,0.02178,0.992931,"TAS2R16 WNT2 CALN1 OLFM3"
519,4,0.9077,5.446,248.7,0.02077,0.992931,"TMEM179B B3GNT1 LRRC10B MACROD1"
520,11,0.9025,49.64,918.8,0.05012,0.999969,"TSSK2 DGCR6L ZNF74 DGCR6 PEX26 SEPT5 TUBA8 ZDHHC8 BCL2L13 COMT GP1BB"
521,9,0.9050,32.58,504.4,0.05870,0.999853,"HIST1H2BI HIST1H2BD HIST1H2AG HIST1H4A HIST1H2BK HIST1H2AE HIST1H2BL HIST1H2BG HIST1H2BM"
522,4,0.9016,5.410,282.8,0.01826,0.992931,"AMDHD1 CCDC38 TPH2 EPYC"
523,5,0.9090,9.090,384.7,0.02251,0.996692,"KIAA1456 NPM2 SLC7A2 PDGFRL NAT2"
524,4,0.9714,5.828,142.8,0.03721,0.992931,"YWHAZ YWHAG YWHAQ YWHAE"
525,4,0.9277,5.566,233.3,0.02255,0.992931,"DNAH3 ACSM3 TMC5 THUMPD1"
526,9,0.9086,32.71,528.9,0.05643,0.999853,"KRTAP4-8 KRTAP4-4 KRTAP2-4 KRTAP4-7 KRT25 KRTAP4-2 KRT33A KRTAP9-8 KRTAP4-3"
527,4,0.9018,5.411,211.3,0.02408,0.992931,"APC2 SCAMP4 GAMT RNF126"
528,6,0.9205,13.81,107.3,0.1038,0.998474,"RAB3GAP1 TMEM167A SCYL1 YIPF5 RAB3GAP2 IER3IP1"
529,18,0.9019,138.0,1078,0.1102,1.00000,"ERLIN2 TACC1 ADAM2 ADAM32 PPAPDC1B ADRB3 RNF170 AP3M2 SLC20A2 LETM2 CHRNA6 PROSC STAR DKK4 EIF4EBP1 GPR124 HOOK3 NKX6-3"
530,8,0.9052,25.35,183.3,0.1128,0.999679,"DNAJC21 UFSP2 NEMF UBA5 UFL1 UFM1 UFC1 DDRGK1"
531,6,0.9229,13.84,391.8,0.03315,0.998474,"CARD6 C9 HCN1 PLCXD3 C5orf51 CDH18"
532,8,0.9045,25.33,224.7,0.09520,0.999679,"NUP153 ABCF1 ABT1 NOL7 PRPF4B RIOK1 SNRNP48 WDR46"
533,6,0.9419,14.13,200.2,0.06243,0.998474,"VPS28 EXOSC4 RPL8 CPSF1 TONSL BOP1"
534,4,0.9010,5.406,234.6,0.02180,0.992931,"SLC52A1 SPEM1 C17orf74 NLGN2"
535,15,0.9003,94.53,857.1,0.09630,0.999999,"ANK1 RNF170 PLAT POLB AP3M2 SLC20A2 CHRNA6 VDAC3 CHRNB3 DKK4 HGSNAT HOOK3 NKX6-3 SMIM19 KAT6A"
536,4,0.9800,5.880,53.55,0.08721,0.992931,"CAB39 TSC22D2 NRBP1 WNK1"
537,5,0.9097,9.097,369.2,0.02343,0.996692,"BAG1 IFNA17 IFNA21 ENHO IFNA7"
538,6,0.9243,13.86,352.9,0.03661,0.998474,"RALGAPA1 BRMS1L SFTA3 SSTR1 DTD2 INSM2"
539,5,0.9583,9.583,76.94,0.09928,0.996692,"GCN1L1 TRPM7 ASNS ATF4 EIF2AK4"
540,4,0.9147,5.488,261.9,0.01993,0.992931,"MSLN UNKL TPSAB1 MSRB1"
541,4,0.9172,5.503,216.1,0.02396,0.992931,"FAM109A RFX4 TMEM119 FAM71C"
542,4,1.000,6.000,54.24,0.08792,0.995529,"CNOT1 CNOT10 GGNBP2 CNOT11"
543,5,0.9970,9.970,129.8,0.06656,0.996692,"RNF146 AMOTL2 LATS2 NF2 KIRREL"
544,5,0.9879,9.879,177.9,0.04995,0.996692,"PFDN5 TXNDC9 PDCD5 PFDN1 PFDN4"
545,6,0.9406,14.11,186.0,0.06652,0.998474,"NARS WDR7 ZNF407 CTDP1 ZNF236 VPS4A"
546,7,0.9105,19.12,444.0,0.04008,0.999299,"IFNA17 IFNA6 IFNA1 IFNB1 IFNW1 IFNA5 KIAA1045"
547,5,0.9109,9.109,279.8,0.03048,0.996692,"ADSSL1 TDRD9 ANKRD9 EML1 JAG2"
548,7,0.9131,19.17,233.2,0.07199,0.999299,"NCSTN PSENEN SMAD4 TGFBR1 TGFBR2 APH1A SMAD3"
549,6,0.9052,13.58,291.4,0.04283,0.998474,"CD79A CD81 SYK CD19 PAX5 EBF1"
550,8,0.9143,25.60,199.1,0.1064,0.999679,"TFPT NFRKB UCHL5 ACTR8 INO80 INO80E TBRG1 INO80D"
551,6,0.9079,13.62,349.7,0.03629,0.998474,"PSG2 PSG6 CEACAM5 PSG3 PSG11 CYP2A7"
552,7,0.9016,18.93,554.1,0.03226,0.999299,"CYP2B6 PSG6 CYP2A13 ARHGEF1 ZNF155 CXCL17 PSG11"
553,7,0.9057,19.02,209.8,0.07831,0.999299,"NUP155 ZNF622 TARS WDR70 DROSHA BRIX1 CCT5"
554,11,0.9094,50.02,738.8,0.06169,0.999969,"NRARP ABCA2 FBXW5 LCN12 LCN15 LCN6 LCN8 PHPT1 PPP1R26 RNF224 SLC34A3"
555,7,0.9167,19.25,455.3,0.03940,0.999299,"ZNF69 ZNF442 LPPR2 CNN1 ELAVL3 EPOR SWSAP1"
556,4,0.9359,5.615,129.5,0.03925,0.992931,"NCKAP1 CRK DOCK5 RAPH1"
557,19,0.8794,150.4,395.3,0.2576,0.978018,"PEX6 PEX19 PEX26 ACOX1 HSD17B4 PEX12 PEX13 PEX2 PEX3 SCP2 ACBD5 PEX1 PEX10 PEX14 PEX16 PEX5 FAF2 SREBF1 TMEM41A"
558,4,0.9943,5.966,108.6,0.04868,0.992931,"NCOA4 IREB2 MMS19 GLRX3"
559,4,0.9051,5.430,275.2,0.01882,0.992931,"CHD3 EFNB3 ZNF18 SLC25A35"
560,4,0.9114,5.469,269.7,0.01931,0.992931,"HENMT1 SNX7 GSTM2 NBPF6"
561,9,0.9012,32.44,672.7,0.04487,0.999853,"PROKR2 HSPA12B RASSF2 SPEF1 TMEM230 AVP LZTS3 PRND TMEM239"
562,7,0.9011,18.92,439.5,0.04006,0.999299,"MFSD4 CDK18 NFASC RNPEP YOD1 IGFN1 IKBKE"
563,4,0.9392,5.635,105.0,0.04750,0.992931,"MTF2 PSIP1 SMCHD1 BMI1"
564,7,0.9614,20.19,215.8,0.08076,0.999299,"CRNKL1 TRMT6 ESF1 POLR3F XRN2 NAA20 NOP56"
565,7,0.9830,20.64,373.9,0.05053,0.999299,"A1BG MZF1 SLC27A5 ZBTB45 ZNF132 ZNF324 ZNF324B"
566,4,0.9723,5.834,112.7,0.04612,0.992931,"KRTAP5-1 KRTAP5-9 KRTAP5-3 KRTAP5-10"
567,4,0.9505,5.703,132.2,0.03908,0.992931,"KIAA1429 INTS8 RPL30 ENY2"
568,17,0.9002,122.4,1046,0.1018,1.00000,"DTD1 CSTL1 ABHD12 ACSS1 APMAP CST1 CST2 CST3 CST7 CST8 CST9 GGTLC1 NANP THBD ZNF337 PAX1 NKX2-2"
569,8,0.9156,25.64,464.0,0.05070,0.999679,"NOMO2 ABCC6 BOLA2 NPIPB5 PKD1 SLX1A SULT1A1 TP53TG3C"
570,4,1.000,6.000,176.4,0.03151,0.993495,"CMAS GNE NANS SLC35A1"
571,17,0.9039,122.9,1559,0.07164,1.00000,"TIAM1 DNAJC28 KCNE1 KRTAP11-1 TMPRSS3 ETS2 C21orf91 KRTAP13-3 IL10RB CHODL KRTAP19-1 KRTAP19-3 KRTAP19-6 KRTAP19-8 UBASH3A MAP3K7CL CRYZL1"
572,9,0.9040,32.55,548.6,0.05432,0.999853,"TFAP2C CASS4 SYCP2 APCDD1L BMP7 FAM209A PMEPA1 CTCFL RBM38"
573,6,0.9026,13.54,371.7,0.03408,0.998474,"MINA CLDND1 ZPLD1 OR5K1 ALCAM OR5AC2"
574,10,0.9042,40.69,808.8,0.04680,0.999933,"FBXO24 MUC12 SLC12A9 BAIAP2L1 IFT22 MOGAT3 NYAP1 PVRIG PILRA PILRB"
575,7,0.9038,18.98,435.9,0.04048,0.999299,"RALGAPA2 OVOL2 CST7 PCSK2 RRBP1 ZNF337 ZNF133"
576,5,0.9878,9.878,180.3,0.04935,0.996692,"FAM208A MORC2 SETDB1 ATF7IP MPHOSPH8"
577,4,0.9768,5.861,94.99,0.05384,0.992931,"MED1 MED9 MED21 MED8"
578,5,0.9082,9.082,308.9,0.02769,0.996692,"CALML6 MIB2 C1orf86 TNFRSF14 SLC35E2B"
579,5,0.9156,9.156,344.5,0.02518,0.996692,"DVL3 ADIPOQ MAP3K13 CLCN2 DGKG"
580,5,0.9124,9.124,350.2,0.02470,0.996692,"USP42 SCIN ANKRD61 DAGLB AIMP2"
581,14,0.9030,82.18,1325,0.05725,0.999997,"STC1 SCARA5 ENTPD4 CHRNA2 PPP3CC DOK2 BIN3 STMN4 NPM2 PEBP4 ADAM28 TNFRSF10D CSGALNACT1 TNFRSF10C"
582,4,0.9130,5.478,231.4,0.02237,0.992931,"SERPINB7 SERPINB3 SERPINB8 ALPK2"
583,5,0.9414,9.414,141.5,0.05850,0.996692,"MAP3K7 PRPF4B RIOK1 SNRNP48 EXOC2"
584,5,0.9074,9.074,204.3,0.04063,0.996692,"GPR107 ARL5B TSSC1 ARL1 JTB"
585,5,0.9062,9.062,349.6,0.02458,0.996692,"PLEKHM1 SP6 MYL4 SNX11 TBKBP1"
586,5,0.9484,9.484,109.4,0.07358,0.996692,"ATRIP RAD1 RAD9A RAD17 HUS1"
587,4,0.9365,5.619,173.8,0.02998,0.992931,"ALDH5A1 PRL CDKAL1 SOX4"
588,5,0.9280,9.280,320.9,0.02728,0.996692,"EBI3 MPND ANKRD24 PLIN4 SEMA6B"
589,5,0.9612,9.612,125.0,0.06645,0.996692,"SSR2 SSR1 SSR3 OST4 STT3A"
590,7,0.9002,18.90,541.8,0.03290,0.999299,"RNF212B CMTM5 RBM23 RNASE13 PSME2 HOMEZ OR10G2"
591,12,0.9006,59.44,691.2,0.07673,0.999986,"BCS1L SCO2 COA6 COX4I1 UQCR10 COX7C UQCRC1 CYC1 COX11 COX16 UQCRC2 COX10"
592,4,0.9997,5.998,118.9,0.04512,0.992931,"MIS18A OIP5 HJURP CENPA"
593,5,0.9304,9.304,290.2,0.03006,0.996692,"C10orf2 KIAA0391 PDE12 TRMT10C DHX30"
594,4,0.9856,5.914,76.61,0.06532,0.993495,"ASNA1 GET4 CAMLG WRB"
595,4,0.9942,5.965,122.0,0.04387,0.992931,"ACAT2 FDFT1 FDPS SQLE"
596,9,0.9059,32.61,211.1,0.1246,0.999853,"XRCC3 RFWD3 XRCC2 RAD51D ERCC4 BRIP1 FANCI FANCL MCM9"
597,8,0.9130,25.56,439.6,0.05312,0.999679,"LAMA1 DLGAP1 ARHGAP28 RAB12 LRRC30 RAB31 PTPRM ANKRD12"
598,4,0.9595,5.757,230.9,0.02353,0.992931,"CHCHD1 COX18 COX6A1 HIGD2A"
599,5,0.9025,9.025,132.2,0.05968,0.996692,"N4BP1 BIRC2 TRAF3 CARD10 TRAF2"
600,6,0.9002,13.50,412.4,0.03083,0.998474,"LIX1L ACP6 ANP32E CHD1L GJA5 OTUD7B"
601,5,0.9017,9.017,317.7,0.02677,0.996692,"C16orf95 GAS8 CA5A ZNF469 SPIRE2"
602,4,0.9869,5.922,110.2,0.04772,0.992931,"DCTN6 GTF2E2 PPP2CA TTI2"
603,5,0.9955,9.955,89.42,0.09101,0.996692,"KIAA1430 C21orf2 KATNB1 KIF2A NEK1"
604,4,0.9581,5.748,101.7,0.04977,0.992931,"HBS1L TTC37 SKIV2L PELO"
605,4,0.9945,5.967,87.81,0.05863,0.992931,"DPH5 TTC4 DPH1 DPH2"
606,7,0.9231,19.38,453.6,0.03981,0.999299,"VLDLR FAM154A PDCD1LG2 SLC1A1 INSL6 SPATA6L TYRP1"
607,6,0.9273,13.91,139.7,0.08398,0.998474,"RABIF EXOC5 RAB10 EXOC2 EXOC8 EXOC1"
608,7,0.9096,19.10,152.8,0.1028,0.999299,"AAAS CDCA3 NDC1 NUP188 NUP35 NUP37 NUP43"
