Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
1062,5,0.5552,5.552,236.9,0.02199,0.996692,"ACADL MYL1 CRYGD IGFBP5 C9orf84"
1063,12,0.5270,34.78,235.2,0.1183,0.999951,"TBC1D7 MIOS SZT2 TSC2 NPRL2 DEPDC5 MLST8 TSC1 ITFG2 C12orf66 WDR24 WDR59"
1064,4,0.5889,3.534,168.5,0.01963,0.992931,"PF4V1 PPP1R16B TTLL7 RESP18"
1065,6,0.5034,7.551,165.2,0.04087,0.998474,"COPB1 SF1 CHERP RBM17 SLU7 U2SURP"
1066,4,0.5205,3.123,147.5,0.01968,0.992931,"GIGYF2 MEGF9 MICALCL PPIP5K2"
1067,5,0.5022,5.022,158.8,0.02890,0.996692,"SMARCAL1 ZNF71 E2F8 SAP30BP HNRNPA1"
1068,4,0.5757,3.454,170.6,0.01897,0.992931,"ZNF646 FASLG C19orf53 ZNF593"
1069,4,0.5665,3.399,204.8,0.01572,0.992931,"KIFC1 CXXC5 LRWD1 COL22A1"
1070,6,0.5155,7.733,179.5,0.03882,0.998474,"DEFB130 ZNF705A TRIM49D1 KDM4E TRIM48 DEFB108B"
1071,19,0.5013,85.72,1162,0.06669,1.00000,"C1orf61 AIM2 FCRL4 CD1D CD5L FCRL3 THBS3 OR10J5 OR10J1 NES OR10X1 MUC1 TSACC TTC24 CD1B OR10K1 PYHIN1 CD1E FCRL5"
1072,33,0.5031,265.6,1644,0.1345,1.00000,"DEFB125 SLC23A2 TGM3 HSPA12B RASSF2 SIGLEC1 SMOX SPEF1 OXT PTPRA GNRH2 SDCBP2 TMC2 ADAM33 CDC25B PDYN SCRT2 ADRA1D AP5S1 AVP C20orf194 LZTS3 MAVS PRND RSPO4 SIRPG TMEM239 C20orf202 SOX12 SIRPB2 SIRPB1 SLC52A3 RAD21L1"
1073,5,0.5378,5.378,231.8,0.02175,0.996692,"DUSP1 MYO16 OGFRL1 TAC1 DUSP16"
1074,11,0.5046,27.75,627.3,0.04099,0.999969,"MTMR11 SLC27A3 S100A9 S100A12 GOLPH3L GATAD2B TPM3 SPRR3 ATP8B2 FAM189B PRR9"
1075,4,0.5713,3.428,147.3,0.02159,0.992931,"NPW KIAA1549 LAYN LUC7L2"
1076,4,0.5469,3.282,194.5,0.01595,0.992931,"LRRC45 C5orf55 KCNK15 CDKN1C"
1077,9,0.5154,18.56,193.6,0.08064,0.999604,"UBN2 TLK2 ASF1A UBN1 CABIN1 HIRA PHIP UBR5 DNAJC9"
1078,5,0.5276,5.276,201.0,0.02439,0.996692,"LPXN TMEM234 THEMIS2 RCAN3 ARID1A"
1079,4,0.5432,3.259,178.5,0.01717,0.992931,"SCG2 ZNF223 LTA BTC"
1080,7,0.5040,10.58,224.3,0.04252,0.999299,"CDC27 COPB1 CDC5L POLR2L SUPT6H SRSF2 SAP30BP"
1081,5,0.5001,5.001,245.8,0.01918,0.996692,"CUL9 GPR116 ZFYVE20 ANKRD66 VEGFA"
1082,6,0.5135,7.702,240.5,0.02960,0.998474,"ZKSCAN4 HIST1H1B UBD HIST1H2AK HIST1H2AM OR14J1"
1083,4,0.5817,3.490,173.7,0.01885,0.992931,"MFAP3 MINPP1 RGR STEAP1B"
1084,10,0.5215,23.47,192.6,0.09940,0.999933,"AP2M1 AP2S1 FCHO2 WDR7 TFRC DNM2 CCDC115 TMEM199 EMC7 EMC1"
1085,16,0.5005,60.06,619.0,0.08446,0.999999,"KIF11 PSMA6 PSMD7 RAN KPNB1 SNRNP200 SNRPF HSPA5 CWC22 PSMD14 NEDD1 PSMB3 RRM1 POLR2A RNGTT SF3B1"
1086,7,0.5012,10.52,276.6,0.03495,0.999299,"VWA5A ZNF202 C1QTNF5 BLID HYLS1 PPP2R1B HSPB2"
1087,31,0.5014,233.1,1842,0.1091,1.00000,"GPR19 C3AR1 CLEC4D CLEC6A LMO3 LRRC23 CLEC9A MFAP5 PZP C12orf57 PIANP GALNT8 CLSTN3 ATN1 KLRG1 ACRBP PTPN6 ENO2 KCNA6 AKAP3 APOBEC1 CLEC4E FOXJ2 GDF3 GNB3 GPR162 VAMP1 AICDA CD163 NECAP1 EPS8"
1088,7,0.5214,10.95,283.6,0.03548,0.999299,"C11orf52 C16orf95 RNF166 ZNF778 ANKRD11 APRT HDAC3"
1089,12,0.5003,33.02,480.7,0.06141,0.999986,"TSPYL5 FOXD4 ZNF559 JAZF1 CHCHD1 CNIH4 HAMP NBEAL1 FAM25G ZNF728 FAM63B ZNF273"
1090,5,0.5004,5.004,211.3,0.02212,0.996692,"KLKB1 PYCRL PGK2 DIAPH1 HMGCLL1"
1091,4,0.5057,3.034,174.2,0.01638,0.992931,"BEND3 RDH13 LKAAEAR1 FAM110A"
1092,9,0.5170,18.61,313.2,0.05321,0.999853,"PATE2 THY1 ABCG4 CBL ESAM FAM118B NLRX1 OR6X1 PANX3"
1093,14,0.8214,74.75,196.8,0.2495,0.651937,"MED13 ATXN7 USP22 CCNC TADA3 CCDC101 TADA1 KAT2A MED19 SUPT20H SUPT7L TADA2B TAF5L TAF6L"
1094,19,0.5012,85.71,843.2,0.08864,1.00000,"SLC6A18 CCDC127 SLC6A19 TERT SLC6A3 CEP72 TRIO NKD2 ADAMTS16 FBXL7 DNAH5 PLEKHG4B UBE2QL1 ZDHHC11 CLPTM1L SLC12A7 SLC9A3 TPPP OTULIN"
1095,13,0.5066,39.51,613.5,0.05820,0.999993,"KDM1B FAM8A1 TBC1D7 KIF13A CD83 MCUR1 SLC17A4 NEDD9 HIVEP1 TMEM170B RANBP9 DTNBP1 RNF182"
1096,5,0.5358,5.358,160.9,0.03040,0.996692,"IGSF22 DNHD1 TPP1 ZNF214 CYB5R2"
1097,7,0.9274,19.47,97.23,0.1490,0.999299,"CTC1 TINF2 DCLRE1B OBFC1 POT1 TEN1 TERF1"
1098,4,0.6075,3.645,71.47,0.04386,0.992931,"WAC ATXN7L3 ENY2 SETD1A"
1099,5,0.5652,5.652,257.7,0.02068,0.996692,"SSH2 HMGN1 HTRA1 REV1 HIAT1"
1100,12,0.5135,33.89,555.9,0.05522,0.999986,"MAK GCM2 NEDD9 SYCP2L EDN1 SMIM13 TMEM170B ELOVL2 GCNT2 RNF182 EEF1E1 TFAP2A"
1101,5,0.5358,5.358,242.5,0.02078,0.996692,"STK36 FNBP1 MLH1 NDRG3 SPARCL1"
1102,8,0.5096,14.27,152.6,0.07801,0.999679,"FOXM1 FBXO5 CCNA2 CDC25B MYBL2 CCNB1 LIN54 SKP2"
1103,4,0.5855,3.513,214.7,0.01553,0.992931,"DDX54 ENKUR KIAA1919 TULP4"
1104,5,0.5140,5.140,103.5,0.04333,0.996692,"DHX36 POLR2H PPP1R7 SUGT1 PPP1R2"
1105,6,0.5021,7.532,327.0,0.02173,0.998474,"TLR2 ACTL8 CDH17 FAM134B AGA LRP2BP"
1106,4,0.5407,3.244,175.1,0.01741,0.992931,"KCNMB1 CLN8 PLCH2 PRPF6"
1107,14,0.5011,45.60,433.0,0.09001,0.999997,"IPO8 LRIG1 MIB1 FKBP1A SMAD6 UBAC1 BMPR1A LRIG3 SMAD4 RGMB NEO1 SMAD1 BAMBI SMAD7"
1108,5,0.5012,5.012,223.6,0.02100,0.996692,"KPNA6 RAB38 C1orf50 OXCT2 BMP8A"
1109,6,0.5518,8.277,328.6,0.02373,0.998474,"ANXA1 SLC25A12 SLC19A2 DBNDD2 AOX1 TNNT2"
1110,10,0.5114,23.01,506.3,0.04190,0.999933,"HIST1H1T HLA-A BTN2A1 HIST1H2BD TUBB2A BTN2A2 OR2J2 OR2J3 HIST1H4F OR2W1"
1111,4,0.5281,3.168,160.4,0.01847,0.992931,"MTNR1B COL4A1 FOXL1 ICAM4"
1112,6,0.5080,7.620,257.3,0.02751,0.998474,"MDK FGFBP3 CTSO SOCS6 GCFC2 SALL3"
1113,6,0.5057,7.586,332.3,0.02156,0.998474,"FER1L6 RSPO2 SYBU METTL11B PLN C6orf62"
1114,11,0.5023,27.62,546.5,0.04634,0.999969,"APOA1 ABCG4 C11orf65 CLDN25 DSCAML1 MPZL3 TTC36 UPK2 BACE1 KDELC2 KBTBD3"
1115,5,0.5126,5.126,236.7,0.02035,0.996692,"STXBP4 SEPT4 HLF OR4F5 BMP4"
1116,5,0.5253,5.253,187.6,0.02589,0.996692,"SLC9A3R2 PTX4 TSR3 C16orf91 CLCN7"
1117,5,0.5444,5.444,264.6,0.01944,0.996692,"CLVS2 LRRN1 SMIM15 PCDHGA1 OR2G2"
1118,4,0.5709,3.425,199.6,0.01623,0.992931,"SSMEM1 RHOBTB3 NR3C1 GNPDA1"
1119,10,0.5472,24.62,410.1,0.05415,0.999933,"AAGAB AFTPH AP1B1 AP1G1 HEATR5B AP1S1 AP1M1 AP1M2 RAB11A ITGB5"
1120,24,0.5077,140.1,969.5,0.1210,1.00000,"AAMDC CAPN5 CCDC81 GDPD4 KCTD14 KCTD21 LRRC32 MAP6 MYO7A P4HA3 PLEKHB1 THRSP XRRA1 ACER3 OMP P2RY6 PAAF1 PAK1 RELT TSKU UCP3 WNT11 P2RY2 B3GNT6"
1121,5,0.5713,5.713,165.0,0.03161,0.996692,"QRICH2 OR4F21 OR4F5 TMEM45B OR4F4"
1122,5,0.5423,5.423,196.4,0.02561,0.996692,"MYEF2 SLC12A1 RYR3 ALDOA PKM"
1123,18,0.5024,76.87,1015,0.06813,1.00000,"GAS6 FGF14 ADPRHL1 PCCA GRTP1 TMCO3 SPACA7 RAB20 EFNB2 PROZ F7 CLYBL ATP11AUN COL4A1 DCUN1D2 IRS2 RAP2A UPF3A"
1124,5,0.5614,5.614,262.0,0.02022,0.996692,"RDH11 ZC3HAV1L CXCL8 GPR135 HNRNPUL2"
1125,12,0.5004,33.03,573.2,0.05240,0.999986,"ANKK1 CDON APOA1 C2CD2L CLDN25 PHLDB1 VSIG2 HTR3A TMPRSS5 GUCY1A2 NXPE4 EXPH5"
1126,7,0.5126,10.76,436.7,0.02332,0.999299,"ADCY5 ARHGAP31 CHCHD6 GATA2 KIAA1257 SPICE1 PCNP"
1127,5,0.5405,5.405,223.7,0.02260,0.996692,"ARL10 MYL5 BEND7 ZNF699 RPL26L1"
1128,8,0.5094,14.26,469.4,0.02854,0.999679,"ACOXL FAP ERMN UPP2 SLC38A11 CACNB4 NOSTRIN RBMS1"
1129,5,0.5653,5.653,269.4,0.01983,0.996692,"OR2A14 ABHD17C CTSE FAHD1 KCNK3"
1130,4,0.5478,3.287,89.03,0.03276,0.992931,"SMARCA5 ZNF148 TNFAIP3 ZNF281"
1131,51,0.5000,637.5,3514,0.1499,1.00000,"HOXC11 LACRT DDIT3 STAT6 GLI1 AGAP2 INHBE METTL7B PPP1R1A OR6C4 HOXC6 GTSF1 SLC26A10 MAP3K12 BCDIN3D CYP27B1 CSAD NXPH4 STAT2 COQ10A NDUFA4L2 ZBTB39 GLS2 MYO1A R3HDM2 STAC3 KRT86 CALCOCO1 XRCC6BP1 ZNF385A POU6F1 ARHGAP9 IKZF4 MSRB3 DTX3 RNF41 KIF5A METTL21B NFE2 B4GALNT1 SP7 AVIL CTDSP2 HOXC10 HOXC5 MARCH9 OS9 PIP4K2C TSFM TSPAN31 NCKAP1L"
1132,4,0.5298,3.179,189.4,0.01585,0.992931,"EYA2 WFDC13 G3BP1 AJAP1"
1133,5,0.5069,5.069,219.0,0.02165,0.996692,"ATP5L2 CHADL CSRNP3 TTN TUBGCP6"
1134,30,0.5013,218.0,1819,0.1040,1.00000,"ZNF653 ICAM1 ZNF69 ICAM3 KLF1 ZNF627 ZNF625 PDE4A ACP5 MAN2B1 ZNF121 ADAMTS10 TMEM205 C19orf80 CLEC17A CNN1 ELAVL3 P2RY11 RAB3D RGL3 TMED1 TSPAN16 YIPF2 ZNF441 C19orf66 DAND5 SAFB QTRT1 C19orf38 SYCE2"
1135,5,0.5525,5.525,277.2,0.01887,0.996692,"ASIC4 PNKD SLC19A3 PP2D1 POU2F3"
1136,4,0.5014,3.008,153.1,0.01833,0.992931,"CTSV OR5M8 CDCA4 PPP4R2"
1137,12,0.5049,33.32,782.4,0.03968,0.999986,"PTGER3 L1TD1 CTH SAMD13 C8A INSL5 PCSK9 BSND DAB1 ST6GALNAC3 DIRAS3 CDCP2"
1138,9,0.5216,18.78,235.6,0.06893,0.999853,"RAF1 CBL NF1 SPRED1 LZTR1 MAPK1 SHOC2 SPRED2 SOS1"
1139,10,0.5176,23.29,434.9,0.04871,0.999933,"HP HPR MXD1 PRRC2B HSD17B7 PDZK1 FAM231A FCGR1B PPIAL4D CEP350"
1140,19,0.5092,87.08,440.5,0.1539,1.00000,"DDX10 SRFBP1 ARCN1 PRDM10 TRAPPC4 RPS25 NPAT C11orf57 HYOU1 CHORDC1 CWF19L2 BUD13 ZPR1 HINFP MED17 CCDC84 SRPR TAF1D ZW10"
1141,5,0.5571,5.571,252.2,0.02081,0.996692,"ZC3H6 GLI2 C4orf29 ETFDH MANBA"
1142,7,0.5168,10.85,395.8,0.02580,0.999299,"ESPN NBL1 SYTL1 MST1 FAM231A SPATA21 NBPF15"
1143,13,0.5089,39.70,324.2,0.1018,0.999984,"MAP3K7 RELA MYD88 TRAF6 ZNF638 IL1RAP RNF31 NCOA5 UBE2N IL1R1 CFLAR TAB2 TRAF2"
1144,10,0.5142,23.14,393.1,0.05304,0.999933,"ABCB10 GOLGA6L1 GREM1 HERC2 MKRN3 ARHGAP11A ARHGAP11B GOLGA8M CHRFAM7A RNF145"
1145,59,0.5000,855.5,4087,0.1691,1.00000,"KIFC3 LONP2 PRSS54 HSD11B2 CES5A NRN1L LPCAT2 CA7 MT3 MT4 RSPRY1 ABCC11 ABCC12 AGRP C16orf78 C16orf97 CBLN1 CCDC135 CCL22 CDH16 CETP CKLF CPNE2 GPR114 IRX6 MMP2 MT1B MT1F NLRC5 PDP2 PLLP RBL2 SLC12A3 SLC38A7 TEPP BBS2 C16orf70 CAPNS2 CES1 CES3 CMTM1 GPR56 GPR97 LDHD TMED6 USB1 ZDHHC1 ZNF19 ZNF319 CCDC113 CCDC102A CCL17 HSF4 MMP15 SLC6A2 TOX3 TPPP3 ZNF423 AKTIP"
1146,4,0.5685,3.411,170.8,0.01872,0.992931,"ARAP3 SLC13A4 GALNT10 HSPB8"
1147,36,0.5011,315.7,2021,0.1311,1.00000,"KRTAP3-1 HAP1 CCR7 FKBP10 KRTAP4-8 KRTAP4-4 KRTAP2-4 GSDMB KRT9 KRTAP4-7 KRTAP3-2 KRT19 KRT25 KRT26 KRTAP9-1 KRTAP4-2 KRTAP1-5 LEPREL4 KRT12 KRT28 KRTAP2-2 LRRC3C ZPBP2 KRTAP9-3 KRTAP4-11 KRT33B KRTAP1-4 KRTAP9-9 KRT20 KRT33A KRTAP4-9 KRT31 KRTAP9-8 KRTAP3-3 KRTAP4-3 KRT24"
1148,5,0.5361,5.361,265.5,0.01909,0.996692,"NME5 NDFIP1 CYSTM1 CCNJL PCDHB8"
1149,5,0.5490,5.490,254.5,0.02034,0.996692,"ITGA9 OAS1 TCTN1 OR10A7 MTERF2"
1150,5,0.5140,5.140,259.9,0.01869,0.996692,"AK4 FGF2 RXRG PTGR2 GPR116"
1151,5,0.5277,5.277,271.4,0.01841,0.996692,"CAMK1G CASP7 G0S2 HRNR CYP26C1"
1152,6,0.5005,7.507,343.3,0.02069,0.998474,"OTX1 ZNF197 SLC28A3 DSTN TACC2 C9orf89"
1153,4,0.5594,3.357,137.0,0.02262,0.992931,"DEGS2 OR52B6 BPHL OR52R1"
1154,4,0.5406,3.244,158.8,0.01907,0.992931,"OR5D14 ZNF286B HLA-DOB GDF10"
1155,6,0.5049,7.574,345.3,0.02076,0.998474,"THRB KCNH3 PARPBP CCDC33 OR8S1 DCC"
1156,4,0.5682,3.409,90.51,0.03345,0.992931,"RNPS1 SRRM2 RPS2 PDCD2"
1157,4,0.5329,3.197,145.4,0.02042,0.992931,"FBXL4 PPTC7 CNBP NSUN3"
1158,14,0.5007,45.57,946.5,0.04467,0.999997,"COL24A1 PTGFR GBP3 RWDD3 EVI5 TMEM56 GBP6 CTH CRYZ SAMD13 GBP7 MCOLN3 GBP5 AK5"
1159,4,0.5605,3.363,165.9,0.01897,0.992931,"DNAJB9 TMEM243 TRIM21 SNRPN"
1160,4,0.5463,3.278,214.7,0.01451,0.992931,"CCR7 SPRR1B SLC9A1 SUPT7L"
1161,5,0.5281,5.281,191.8,0.02550,0.996692,"PCYT2 SOAT1 ETNK1 PTDSS2 EPT1"
1162,7,0.5011,10.52,213.3,0.04425,0.999299,"KCNJ1 PATE3 FAM118B OR6X1 FEZ1 FLI1 OR8B4"
1163,26,0.5099,165.7,882.9,0.1506,1.00000,"CPSF6 LRRC10 SLC35E3 B4GALT1 BEST3 RAB3IP FGF8 FAM3C YEATS4 LYZ MYCN RUNX2 MYOG CPM PTPRG SOX8 RAP1B MEGF10 ST3GAL4 FAM49A PAX3 NUP107 FRS2 DDX1 MYOD1 ZBTB18"
1164,4,0.5257,3.154,168.7,0.01754,0.992931,"BATF KIAA0195 KRT38 SS18"
1165,4,0.5392,3.235,160.8,0.01881,0.992931,"SH3BGRL2 SLC38A2 ITPRIPL2 ARRDC3"
1166,8,0.5129,14.36,216.7,0.05812,0.999679,"EHMT1 ZNF644 NIPBL WIZ PRR12 ZBTB2 EHMT2 KDM3B"
1167,4,0.5313,3.188,156.2,0.01905,0.992931,"SMIM5 CWC22 CIR1 CKAP5"
1168,4,0.5299,3.179,138.8,0.02121,0.992931,"RAET1G TMEM181 CCDC78 EAF1"
1169,9,0.6797,24.47,243.3,0.08563,0.999853,"DAZAP1 ALAS1 ALAD HMBS UROS CPOX FECH PPOX UROD"
1170,6,0.5418,8.127,301.6,0.02526,0.998474,"HLA-E B3GALT4 HLA-DQB2 UBD C2 HIST1H2AM"
1171,8,0.6080,17.02,186.6,0.07749,0.999679,"LSM5 LSM6 LARP7 LSM7 LSM3 LSM8 TMCO6 ZNF511"
1172,4,0.5883,3.530,132.4,0.02452,0.992931,"GRM6 CACTIN CLMN SVIP"
1173,8,0.5101,14.28,214.8,0.05828,0.999679,"DNTTIP1 GADD45B MED23 MAP3K4 ELMSAN1 PPM1A MAP2K3 MAPK14"
1174,11,0.5103,28.07,357.2,0.06891,0.999969,"PINX1 PAPD5 C16orf72 DDX21 C1D NOLC1 DNAJC2 NCL ZNF593 ZCCHC7 HSPA14"
1175,16,0.4971,59.65,400.6,0.1212,0.999999,"ARHGAP29 INADL CRB3 PARD6B TP53BP2 CTNNA1 MLLT4 PARD3 CDC42 HNF1B CTNND1 PAX8 PRKCI TJP1 F11R MPP5"
1176,4,0.5735,3.441,159.1,0.02018,0.992931,"ZNF853 INPP5F STX6 FBXW7"
1177,5,0.5545,5.545,219.8,0.02356,0.996692,"FSCN3 HYAL4 SPAM1 OR2F2 OLA1"
1178,12,0.5057,33.38,714.2,0.04326,0.999986,"DAPL1 PLA2R1 UPP2 SLC38A11 GPD2 UGGT1 CYTIP TANK LY75 ITGB6 SCN2A BAZ2B"
1179,6,0.5159,7.738,87.54,0.07213,0.998474,"CDK6 CCND1 CDKN2A CCND3 CCND2 MSI2"
1180,16,0.5053,60.64,798.2,0.06807,0.999999,"ESPNL KIF1A HES6 NEU4 USP40 NEU2 ILKAP STK25 AGXT KLHL30 PRLH GAL3ST2 DGKD HDAC4 C2orf82 ATG4B"
1181,5,0.5009,5.009,223.0,0.02104,0.996692,"MOGAT1 WDFY1 DNER PIGX DNAJC13"
1182,4,0.5490,3.294,191.2,0.01627,0.992931,"DENND5B RPL10L HDHD2 VAC14"
1183,39,0.5003,370.7,2749,0.1159,1.00000,"LACRT KRT5 METTL7B PPP1R1A ANKRD33 ASIC1 SLC39A5 TMBIM6 ACVRL1 KRT83 CSAD TMPRSS12 C12orf10 NR4A1 SLC4A8 GRASP KRT86 NEUROD4 CSRNP2 GPD1 POU6F1 AQP2 AQP5 IKZF4 KRT6B KRT78 KRT79 KRT82 METTL7A OR6C3 OR6C68 OR6C75 KRT84 LALBA SPRYD3 SP7 KRT1 OR10P1 LIMA1"
1184,11,0.5049,27.77,555.0,0.04591,0.999969,"ICAM1 ICAM3 COL5A3 ZNF627 OR7G3 CLEC4G FUT3 VAV1 P2RY11 C19orf66 MBD3L2"
1185,5,0.5265,5.265,240.6,0.02057,0.996692,"PPY WSB1 MEF2D PPOX NIT1"
1186,4,0.5322,3.193,111.9,0.02593,0.992931,"CXCR2 OR6F1 HTR2B ATP13A3"
1187,4,0.5681,3.408,102.2,0.02999,0.992931,"RPSA RPS3A RPS2 HMGB1"
1188,4,0.5556,3.333,142.4,0.02168,0.992931,"ITGB1BP1 NTM RRP8 USP47"
1189,13,0.5005,39.04,529.1,0.06571,0.999993,"NCSTN POGLUT1 ADAM10 PSENEN PSEN1 SMAD4 TGFBR1 MAML1 METRNL NOTCH2 RBPJ APH1A SMAD3"
1190,4,0.5395,3.237,185.8,0.01643,0.992931,"KCNK18 ADRA2A WDR31 TRIM49B"
1191,9,0.5034,18.12,394.1,0.04212,0.999853,"COA3 COX6A1 SLC25A3 SOD2 COX14 COA5 THAP11 COX8A FASTKD5"
1192,4,0.5235,3.141,155.6,0.01884,0.992931,"ARHGEF10L MTNR1B FOXL1 ICAM4"
1193,6,0.5001,7.501,251.5,0.02768,0.998474,"AADAT ADAM29 MFAP3L STOX2 TDO2 CER1"
1194,7,0.5113,10.74,319.9,0.03115,0.999299,"RARS NFXL1 WNT5A HARS DDOST SKP1 WDR55"
1195,4,0.5690,3.414,186.2,0.01728,0.992931,"CD300LD TMEM225 LGALS16 OR8H1"
1196,5,0.5775,5.775,238.0,0.02276,0.996692,"ANKRD13D ERVW-1 ADPRH METTL6 FAM133B"
1197,4,0.6503,3.902,178.7,0.02047,0.992931,"TMEM135 DNAH14 PHLDA3 PPP1R3G"
1198,6,0.5125,7.688,390.5,0.01874,0.998474,"CD28 RAB27B HNRNPLL ATP11AUN CCDC68 GPR113"
1199,4,0.5238,3.143,173.0,0.01707,0.992931,"RNF121 XRN1 C10orf111 SSTR5"
1200,5,0.5305,5.305,50.04,0.08119,0.996692,"CSDE1 DHX29 STRAP EIF4A1 EIF4G2"
1201,5,0.5293,5.293,222.0,0.02230,0.996692,"FIGN SRD5A3 LCE1A HNRNPA3 RHBDL2"
1202,4,0.5581,3.349,129.9,0.02371,0.992931,"ME1 SF3B6 BCLAF1 LUC7L2"
1203,7,0.5150,10.82,372.8,0.02720,0.999299,"UPK1B TRH DZIP3 CD86 CD80 BTLA ILDR1"
1204,5,0.5405,5.405,213.2,0.02365,0.996692,"PCCB CR1L PEAR1 LAMC2 SLC9A9"
1205,5,0.5086,5.086,90.90,0.04798,0.996692,"WDR92 VRK1 CHMP7 ICE2 EAF1"
1206,4,0.5526,3.316,162.3,0.01910,0.992931,"DDX60 CIDEA SH3YL1 DAXX"
1207,15,0.5013,52.64,740.2,0.06397,0.999999,"KDM1B FAM8A1 TBC1D7 KIF13A CAP2 CD83 SCGN MCUR1 SLC17A4 NEDD9 TPMT JARID2 RANBP9 DTNBP1 RNF182"
1208,9,0.6620,23.83,254.5,0.08042,0.999853,"TRAPPC11 ANAPC10 PLRG1 TMA16 SPCS3 NAF1 NOP10 HYPK HSPA13"
1209,5,0.5487,5.487,201.5,0.02529,0.996692,"ZDBF2 SPAG16 MDH1B BHLHA9 PIKFYVE"
1210,6,0.5131,7.697,131.4,0.05093,0.998474,"SMARCD1 GATAD2B ARID1A MBD3 BRD9 CHD4"
1211,14,0.5011,45.60,976.8,0.04342,0.999997,"PNPO CALCOCO2 OSBPL7 ACSF2 CDC27 SKAP1 KIF2B ABCC3 LRRC46 NGFR PRR15L TBX21 ZNF652 TBKBP1"
1212,5,0.5517,5.517,232.7,0.02223,0.996692,"RBFOX1 SYNJ2 TBX4 SGCD GPR35"
1213,10,0.5046,22.71,578.1,0.03657,0.999933,"OR2A4 ABRACL TAAR6 LAMA2 ENPP3 FABP7 PARK2 SMLR1 TAAR2 TMEM200A"
1214,4,0.5587,3.352,139.1,0.02228,0.992931,"CDK5R1 TMEM202 OR51E2 GOLGA6L10"
1215,5,0.5195,5.195,248.5,0.01970,0.996692,"FBXO44 C1orf85 METTL18 XCL2 JRKL"
1216,7,0.5293,11.12,316.5,0.03254,0.999299,"LEKR1 FAT2 ADRA1B KCNIP1 TRIM52 MSX2 RUFY1"
1217,4,0.5517,3.310,159.4,0.01938,0.992931,"CHN1 KATNBL1 OLA1 LSM3"
1218,5,0.5126,5.126,262.6,0.01846,0.996692,"AP5M1 ATP13A2 GAD1 GDF11 CTAGE15"
1219,9,0.5185,18.67,222.8,0.07195,0.999853,"GSG2 SGOL1 ESCO2 NAA50 SGOL2 NCAPD3 RNF8 CDCA5 DDX11"
1220,17,0.5019,68.26,1132,0.05532,1.00000,"OPN4 PAPSS2 TLL2 ACTA2 LIPM ANKRD22 MMRN2 RNLS HHEX FAS IFIT1B FFAR4 CCNJ SLC16A12 LIPK SLC35G1 LIPN"
1221,5,0.5380,5.380,264.9,0.01919,0.996692,"RASEF ZNF721 CASD1 NABP1 ZNF117"
1222,56,0.5001,770.2,3809,0.1642,1.00000,"KIFC3 LONP2 PRSS54 HSD11B2 CES5A NRN1L CA7 MT3 MT4 RSPRY1 ABCC11 ABCC12 C16orf78 CBLN1 CCDC135 CCL22 CDH16 CETP CKLF CPNE2 CX3CL1 GPR114 IRX6 MMP2 MT1B MT1F NLRC5 PDP2 PLLP RBL2 SHCBP1 SLC12A3 SLC38A7 TEPP BBS2 C16orf70 CAPNS2 CES1 CES3 CMTM1 GPR56 GPR97 MT1A MT1G TMED6 USB1 ZNF19 ZNF319 MT2A CCDC113 CCL17 MT1X HSF4 MMP15 CNGB1 SLC6A2"
1223,5,0.5514,5.514,259.1,0.02008,0.996692,"ATG13 ERF JOSD2 ZNF320 CIC"
1224,4,0.5319,3.192,166.1,0.01800,0.992931,"RAB11B PLBD2 ALS2 KTI12"
1225,5,0.5088,5.088,237.6,0.02013,0.996692,"LRFN5 LCA5 CHD9 CDH11 THRAP3"
1226,6,0.5213,7.819,334.5,0.02207,0.998474,"VAX2 DECR1 KIAA1841 SCAPER RUNX1T1 ANTXR1"
1227,9,0.5014,18.05,527.4,0.03203,0.999853,"AIF1 TRIM26 GPSM3 ZFP57 TAP2 TBC1D22B ZSCAN9 LY6G5B SYNGAP1"
1228,7,0.5102,10.71,209.2,0.04581,0.999299,"SF3B4 PSMB4 SNRPE PRPF3 EIF3A RBM8A IPO13"
1229,7,0.5197,10.91,252.3,0.03936,0.999299,"HPX OR52B2 MRVI1 OR56A1 OR52W1 OR52M1 ZNF214"
1230,4,0.5815,3.489,110.3,0.02866,0.992931,"PRSS53 NAP1L4 OR52N1 HBD"
1231,15,0.5012,52.62,703.7,0.06692,0.999999,"OR10H5 OR7C1 CCDC105 CYP4F2 OR10H1 OR7A5 CLEC17A OR7C2 OR10H2 AKAP8 CYP4F12 CYP4F22 OR10H3 SYDE1 CD97"
1232,4,0.5560,3.336,67.75,0.04218,0.992931,"SLC39A10 SLC39A6 ATOX1 NXT1"
1233,5,0.5099,5.099,243.3,0.01973,0.996692,"IFIT3 FAM161B EPHA2 ASB2 PSMF1"
1234,11,0.6302,34.66,327.2,0.09031,0.999969,"CDC45 DGCR8 PI4KA ATP6V1E1 GNB1L UFD1L DGCR14 PPIL2 UBE2L3 TFIP11 SNRPD3"
1235,6,0.5117,7.676,363.1,0.02005,0.998474,"ABHD5 SLC22A1 HYAL3 IQCF5 UBE2E2 IFRD2"
