Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
258,7,0.9274,19.47,97.23,0.1490,0.999299,"CTC1 TINF2 DCLRE1B OBFC1 POT1 TEN1 TERF1"
259,77,0.1942,568.3,3999,0.1204,1.00000,"C9orf153 KIF12 AAED1 ABCA1 AUH BARX1 C9orf47 CDK20 DIRAS2 ECM2 EPB41L4B FAM120A FBP1 FBP2 GADD45G GNA14 GOLM1 HSDL2 IDNK KIAA0368 MSANTD3 MUSK NFIL3 NXNL2 PHF2 PTBP3 ROR2 SHC3 TNFSF8 WDR38 FAM206A OSTF1 TMOD1 C9orf43 GPR21 NIPSNAP3B OR1N1 PAPPA PPP3R2 SVEP1 TMEFF1 ZNF169 DFNB31 AMBP ZNF782 OR1L8 ALDH1A1 MAMDC2 OR1N2 TXNDC8 TMEM38B PTGR1 ZBTB6 PALM2 BSPRY KIF27 GALNT12 S1PR3 ACTL7A C9orf84 KLF4 SEMA4D ZFP37 CTSV NUTM2G PCSK5 SNX30 COL15A1 HSD17B3 RABEPK TLR4 AKAP2 FAM189A2 FOXB2 OGN NTRK2 ZNF510"
260,31,0.4307,200.3,605.9,0.2307,0.999507,"C17orf70 XRCC3 RFWD3 FANCM FANCA XRCC2 MCM8 RAD51C RAD51D RAD51B BRCA2 RAD51 ERCC4 MAD2L2 PALB2 SFR1 RNF8 BRIP1 FANCI FANCE C19orf40 FANCC FANCF FANCG FANCL FANCD2 MDC1 MCM9 RNF168 UBE2T H2AFX"
261,28,0.4618,174.6,925.5,0.1510,1.00000,"CPSF6 LRRC10 SLC35E3 TCF12 B4GALT1 BEST3 RAB3IP FGF8 FAM3C YEATS4 LYZ MYCN RUNX2 MYOG CPM PTPRG SOX8 RAP1B MEGF10 ST3GAL4 FAM49A PAX3 FGFR4 NUP107 FRS2 DDX1 MYOD1 ZBTB18"
262,14,0.5457,49.66,369.2,0.1111,0.999996,"ZNHIT1 H2AFZ ACTR6 KANSL1 ING3 VPS72 ACTL6A DMAP1 SRCAP YEATS4 KANSL2 KANSL3 KDM2A BRD2"
263,17,0.2566,34.89,455.7,0.06652,0.999999,"TRIM24 PPHLN1 FAM208A MARCH5 MORC2 SETDB1 BAP1 ADIPOR2 ATF7IP BCL2 IRF8 KIAA1551 MPHOSPH8 FAM208B TRIM33 SMG6 SMG7"
264,5,0.5777,5.777,65.36,0.07120,0.996692,"CAP1 ACTB WDR1 CFL1 CAPZB"
265,23,0.2182,55.20,910.2,0.05458,1.00000,"TBC1D3C ZNF705D MTRNR2L9 ZNF705A TBC1D3 EIF3C MTRNR2L8 GOLGA8O AGAP4 NPIPB6 NPIPA1 MTRNR2L2 SNAPC1 FAM90A1 OR4F21 OR4F5 NBPF15 TBC1D3H RGPD6 POTEG HMGB1 OR4F4 SNAPC4"
266,16,0.2064,24.77,665.0,0.03432,0.999999,"MN1 ZNF746 INHBB ATG5 LDLRAD3 CHID1 C10orf67 LRRC56 LGR4 ATHL1 ZNF358 AHCYL1 TALDO1 MRGPRG PIDD1 ODF3"
267,17,0.3629,49.35,484.0,0.08698,1.00000,"CXADR GOLGA6L1 HERC2 OR4N5 OR4M2 POTEM GOLGA6L6 OR4M1 OR4K1 OR4N4 OR4K5 ZNF519 OR4Q3 OR11H1 OR4N2 OR4K2 RNF145"
268,15,0.7728,81.15,434.4,0.1487,0.999999,"TMEM242 ATP5A1 ATP5H ATP5J ATP5J2 SLC25A3 ATP5E ATP5F1 C14orf2 ATP5O ATP5L ATP5D ATP5C1 ATP5I ATP5B"
269,16,0.2036,24.43,465.7,0.04678,0.999999,"HPX OR51E1 RIC3 KCNC1 RXRA BRSK2 GALNT18 OR52M1 ART5 MRGPRE SCUBE2 C11orf21 TRIM68 RARG ART1 TNNI2"
270,22,0.3839,88.68,840.4,0.09114,1.00000,"LCE2C LCE5A LCE3B LCE1A LCE4A SPRR2G HRNR LCE3A LCE6A SPRR2F SPRR2E SPRR3 LCE3C LCE2A LCE3D LCE2B SPRR1A LCE1F PRR9 LCE3E LCE1B LCE1E"
271,122,0.1519,1121,4063,0.2065,1.00000,"TBX10 MPEG1 PITPNM1 TMEM179B UQCC3 CHRM1 SYT7 NAALADL1 CTSW GAL3ST3 TIGD3 SNX15 ZBTB3 MS4A2 SCGB1A1 SCGB1D4 BBS1 RELA RHOD ATG2A NRXN2 SLC22A25 SLC22A8 TBC1D10C SCGB2A2 SLC22A9 GPR137 CCDC88B AP5B1 CNIH2 ZFPL1 CST6 TTC9C RARRES3 TMEM216 FADS2 RASGRP2 PYGM NPAS4 CTSF FAM89B B3GNT1 DAK CD248 CPT1A MAP3K11 METTL12 PC SYT12 FKBP2 EFEMP2 CDC42EP2 TMEM262 GPHA2 DNAJC4 EHD1 RCOR2 MS4A6E SLC22A12 C11orf84 SLC22A6 PGA3 C11orf48 C11orf85 SPDYC BRMS1 C11orf80 DAGLA PACS1 RAB3IL1 YIF1A CD5 TMEM109 BAD TM7SF2 FERMT3 MAP4K2 PLA2G16 PRDX5 MS4A10 AHNAK CD6 GNG3 SCGB2A1 MYRF SLC22A10 PPP2R5B SCGB1D2 FLRT1 EHBP1L1 LRRC10B KCNK4 KLC2 MS4A6A CDC42BPG ATL3 RPS6KA4 CAPN1 SLC22A11 PCNXL3 SIPA1 SAC3D1 TRPT1 PPP1R32 SNX32 KCNK7 MACROD1 MS4A4A SCYL1 SCGB1D1 NUDT22 SLC25A45 BSCL2 FADS1 MS4A15 RIN1 HRASLS5 VEGFB MS4A3 MS4A8 OR5A1 SSSCA1"
272,4,0.6494,3.897,84.72,0.04033,0.992931,"ZNF672 ZNF692 SH3BP5L OR2G3"
273,75,0.2002,555.5,4152,0.1144,1.00000,"CP CHRD DVL3 IFT80 NPHP3 PLSCR2 SERPINI1 THPO CLRN1 ARL14 TM4SF4 ERICH6 IGSF10 SI ATP11B MCCC1 SERP1 SLC51A PLD1 CLDN11 GPR149 GOLIM4 B3GNT5 SLITRK3 HTR3D MAP3K13 SAMD7 SCHIP1 SLC7A14 CLCN2 ACTRT3 EIF5A2 GHSR LXN NCEH1 NLGN1 C3orf80 EHHADH PHC3 TRIM59 SLC2A2 PLSCR4 FNDC3B SUCNR1 ECE2 MAP6D1 LRRC31 LRRC34 PLSCR1 SERPINI2 KLF7 DGKG GPR171 USP13 BCHE CAMK2N2 GPR160 LAMP3 LRRIQ4 SELT SKIL XXYLT1 FAM131A IL12A MFSD1 P2RY1 VEPH1 ARHGEF26 EIF2A VWA5B2 P2RY14 PFN2 TMEM207 MLF1 PPM1L"
274,41,0.2008,164.6,2320,0.06414,1.00000,"CHSY3 IL3 NUDT12 STARD4 ABLIM3 CSF2 ARSK C5orf24 SEPT8 SLC22A5 CAST PRR16 SOWAHA RAPGEF6 GDF9 EIF4EBP3 P4HA2 ZCCHC10 FAM170A IL4 PRRC1 EFNA5 TMED7 COMMD10 PRDM6 FAM81B DTWD2 HINT1 MCCC2 SPZ1 IRF1 C5orf15 IL5 PCBD2 ALDH7A1 LYRM7 PPIC FER CDKL3 ST8SIA4 PCDHB1"
275,18,0.4255,65.09,448.5,0.1184,1.00000,"MAP4K4 CAB39 TAOK1 ARHGAP35 PKN2 PDCD10 PTPN14 RNF146 NRP1 PLXNA1 RAP2B AMOTL2 LATS2 NF2 TEAD1 DLG5 KIRREL WWTR1"
276,60,0.1754,310.5,2148,0.1204,1.00000,"ATP6V0A4 CPA1 OR9A4 TMEM140 OR6B1 PODXL TRPV6 CRYGN PDIA4 SLC37A3 STRA8 TRPV5 ZNF746 ZNF775 ABCF2 ARHGEF5 CPED1 NOS3 OR2A5 PRSS37 TMEM176B ZNF783 ZNF862 PRKAG2 TBXAS1 TSGA13 FAM131B OR2A2 ZNF777 FAM115C GRM8 RNF148 THAP5 EPHB6 KDM7A TAS2R38 PRRT4 AGBL3 GIMAP5 OR9A2 WEE2 ARHGEF35 BRAF CTAGE4 DENND2A FLNC LRGUK MKRN1 MTRNR2L6 PRSS1 RAB19 TAS2R3 TAS2R39 IRF5 ESYT2 AKR1D1 TAS2R60 PTPRN2 CNTNAP2 OR2A7"
277,3,0.9998,2.999,52.21,0.04901,0.985452,"RCOR1 KDM1A ZNF217"
278,72,0.2005,512.5,3677,0.1183,1.00000,"C9orf153 KIF12 AAED1 ABCA1 AUH BARX1 C9orf47 CDK20 DIRAS2 ECM2 EPB41L4B FAM120A FBP1 FBP2 FOXE1 GADD45G GNA14 GOLM1 HSDL2 IDNK KIAA0368 MSANTD3 MUSK NFIL3 NINJ1 NXNL2 PHF2 PTBP3 PTPDC1 ROR2 SHC3 WDR38 FAM206A OSTF1 C9orf43 GPR21 NIPSNAP3B OR1N1 PPP3R2 SVEP1 TMEFF1 ZNF169 PRKACG AMBP ZNF782 OR1L8 ALDH1A1 OR1N2 TXNDC8 PALM2 KIF27 SLC28A3 GALNT12 S1PR3 KLF4 SEMA4D HEMGN CTSV NUTM2G PCSK5 SNX30 COL15A1 HSD17B3 RABEPK TLR4 AKAP2 FAM189A2 FOXB2 OGN FGD3 ZNF510 SPATA31D1"
279,11,0.5798,31.89,308.1,0.08811,0.999969,"CXADR GOLGA6L1 HERC2 OR4N5 OR4M2 GOLGA6L6 OR4N4 ZNF519 OR4Q3 OR4N2 RNF145"
280,74,0.2706,730.9,3063,0.1854,1.00000,"TCEA2 ADNP SALL4 FAM209B GNAS TFAP2C SLCO4A1 SOX18 CASS4 ATP9A SAMD10 C20orf197 MYT1 SYCP2 APCDD1L CABLES2 BMP7 UCKL1 HRH3 NPEPL1 CHRNA4 ABHD16B C20orf195 CDH4 EEF1A2 FAM209A LKAAEAR1 PCMTD2 PMEPA1 PPDPF RGS19 SLC2A4RG STMN3 ZGPAT GMEB2 OPRL1 COL9A3 PHACTR3 CTCFL CYP24A1 SS18L1 FAM65C MTRNR2L3 ZBP1 PCK1 PPP1R3D SLC17A9 TSHZ2 SULF2 ZFP64 NFATC2 NPBWR2 BCAS4 CEBPB CTSZ KCNB1 SNAI1 TPD52L2 ZNF831 ZNF512B RBM38 RBBP8NL OSBPL2 VAPB CBLN4 FAM217B SLC9A8 TUBB1 RAB22A BCAS1 STX16 MC3R TCFL5 YTHDF1"
281,16,0.4783,57.40,341.3,0.1333,0.999989,"TAF13 TFPT INO80C INO80B NFRKB UCHL5 ACTR5 ACTR8 INO80 KAT7 BRD1 INO80E TBRG1 INO80D PAGR1 EP300"
282,18,0.3338,51.07,329.4,0.1226,0.999999,"ACACA FASN PGAM1 AGPAT6 ACLY CHP1 GPI PGP ENO1 TPI1 PFKP PGD HK2 ALDOA GAPDH PKM BSG SLC2A1"
283,4,0.9227,5.536,54.33,0.08158,0.992931,"ATP1B3 TMEM161B ATP1A1 TMX2"
284,9,0.2050,7.381,225.1,0.02947,0.999853,"SMARCA5 TMPRSS11F PAPLN THAP11 RSF1 ZNF143 BPTF TEAD4 THAP1"
285,8,0.6807,19.06,123.6,0.1202,0.999679,"GCN1L1 SLC3A2 TRPM7 SLC7A5 ASNS ATF4 EIF2AK4 SLC7A1"
286,92,0.2003,838.3,4727,0.1458,1.00000,"TBC1D19 APBB2 CHRNA9 DCAF16 MAN2B2 PI4K2B CRIPAK TXK SEL1L3 SORCS2 S100P ZFYVE28 CC2D2A BEND4 C4orf19 ATP10D MFSD10 GABRA4 N4BP2 TMEM175 SH3BP2 PTTG2 GRXCR1 SMIM14 TLR1 FAM114A1 SLAIN2 HMX1 SLC34A2 NAT8L POLN QDPR UVSSA LIMCH1 OCIAD1 CCDC149 MXD4 PGM2 KLF3 SH3TC1 TBC1D1 ADD1 TEC MRFAP1 YIPF7 FAM184B EVC2 KCNIP4 CCKAR CNGA1 COMMD8 CWH43 KLHL5 MRFAP1L1 PPP2R2C SHISA3 TLR6 TMEM156 LDB2 WDR19 CRMP1 STIM2 GRK4 NWD2 PSAPL1 SLC10A4 CLRN2 ZCCHC4 ZAR1 PCDH7 DCAF4L1 GABRB1 CD38 OCIAD2 NIPAL1 LCORL RAB28 SLIT2 FGFBP2 LGI2 LRPAP1 PACRGL TLR10 CORIN GABRG1 RELL1 TMEM128 MED28 COX7B2 FRYL KCTD8 ATP8A1"
287,33,0.2136,112.8,718.4,0.1257,1.00000,"SLC25A28 RTEL1 USP37 CIAPIN1 HSCB LYRM4 NFS1 RPP21 IREB2 DSCC1 ACO2 SOD2 NUBP2 MMS22L WDHD1 POLE4 MMS19 TIMM9 CHTF18 FEN1 GLRX3 TRAIP PAK1IP1 TIMM10 ARMC5 CIAO1 POLE3 POLE2 CHTF8 FAM96B RFC3 FXN NDOR1"
288,8,0.4455,12.47,213.6,0.05153,0.999679,"SLC25A36 UQCC3 UQCC2 DCAF15 ECHS1 TROAP UQCC1 C6orf136"
289,11,0.2041,11.23,420.0,0.02477,0.999969,"NTHL1 ACTR3B ZNF398 PDK4 LRRC66 KLHL23 OSGEPL1 SLC41A2 DENR ANKHD1 ZNF268"
290,7,0.2065,4.337,142.8,0.02691,0.999299,"STIM1 TNFRSF18 ZNF131 OR5I1 PRKCDBP SCAF4 OR51Q1"
291,12,0.8486,56.01,221.4,0.1858,0.999323,"VPS53 RAB6A RIC1 ARFRP1 SYS1 VPS54 TSSC1 ARL1 RGP1 JTB VPS51 VPS52"
292,5,0.8863,8.863,73.02,0.09646,0.996692,"TRIB1 STK40 DET1 RFWD2 DUSP4"
293,32,0.2759,136.8,827.7,0.1330,1.00000,"GTF3C5 C9orf78 SURF6 ALG2 EXOSC2 RNF20 GTF3C4 IARS WDR5 SEC61B SMC2 CDK9 NAA35 NCBP1 RPL35 C9orf114 RMI1 PRPF4 SMC5 TEX10 TTF1 TXN CDC26 MED27 GLE1 SEC16A RBM18 NUP214 NOL8 NDOR1 MED22 CDK13"
294,12,0.2056,13.57,433.8,0.02880,0.999986,"AACS CDC42EP4 PLA2G1B TRAFD1 RAB11FIP2 GPRC6A MOB2 ASCC3 TIAL1 TTC27 ATP2A2 OR51B6"
295,9,0.9517,34.26,244.3,0.1155,0.999853,"GPS1 COPS7A COPS3 COPS8 COPS6 CAND1 COPS2 COPS4 COPS5"
296,12,0.2016,13.30,473.3,0.02606,0.999986,"TRIM9 ZKSCAN7 ATP5S BRE ZDHHC16 FAM26F SSUH2 BABAM1 CTDSPL2 PLXNA4 STK35 CDK13"
297,13,0.3767,29.38,230.4,0.1028,0.999990,"TRIB1 BRAF SOX10 TXN STK40 DUSP5 MAPK1 DET1 RFWD2 DUSP4 MITF PEA15 SOX9"
298,95,0.2010,897.6,4122,0.1723,1.00000,"GPR19 C3AR1 CLEC12B CLEC2D CLEC4D CLEC6A KCNA1 LMO3 LRRC23 CLEC9A MFAP5 PZP TMEM52B KIAA1467 C1S RBP5 RERG SLC6A12 VWF SLC6A13 C12orf57 PIANP COPS7A GALNT8 CRACR2A NTF3 CLSTN3 GABARAPL1 CLEC2B LPAR5 ATN1 CLEC12A KLRF1 KLRG1 TAS2R20 ACRBP HEBP1 B4GALNT3 CACNA2D4 ERC1 PTMS PTPN6 CD9 LTBR ENO2 CD4 PRH2 DYRK4 KLRC1 KCNA6 IQSEC3 AKAP3 APOBEC1 BCL2L14 C12orf4 CD163L1 CD27 CLEC4E FOXJ2 GDF3 GNB3 GPR162 GPRC5D MLF2 PRB4 TAS2R13 VAMP1 ZNF384 CLEC4C SLC2A3 PLEKHG6 SCNN1A CDKN1B LRP6 PKP2 LAG3 FGF6 WNT5B KLRB1 AICDA NINJ2 NRIP2 CD163 NECAP1 TAS2R30 DCP1B TAS2R7 PARP11 TSPAN9 STYK1 ITFG2 RAD51AP1 EMP1 TEAD4 EPS8"
299,30,0.2018,87.79,1362,0.05815,1.00000,"AADAT ADAM29 CBR4 CLDN24 GLRA3 HAND2 IL15 NPY1R SFRP2 TLR2 SORBS2 GALNTL6 TMEM192 OTUD4 KLHL2 MAP9 GYPA ENPP6 SLC25A4 VEGFC TKTL2 ETFDH FAM218A ASIC5 CASP3 PPID TLL1 MTNR1A FAT1 TRIM61"
300,11,0.2046,11.25,364.3,0.02831,0.999969,"CDK14 OR1D2 GRM6 CACTIN TNFAIP2 RPS19BP1 CASD1 SMCO4 CLMN SVIP OR6Q1"
301,63,0.2003,391.1,3138,0.1070,1.00000,"FBXW8 CLIP1 DIABLO FAM109A NUAK1 PITPNM2 SLC17A8 EID3 CEP290 SH2B3 C12orf74 HAL RFX4 CCDC38 UBE3B TMEM116 ABCB9 HIP1R HPD KCNC2 LHX5 MPHOSPH9 MYL2 OAS1 OAS2 OASL TMEM120B TMEM233 ZNF664 BTBD11 DEPDC4 ACAD10 STAB2 ACACB ACADS ALDH1L2 ANO4 BCL7A C12orf42 C12orf43 CUX2 DRAM1 MAPKAPK5 P2RX4 RPH3A SDS SDSL TBX5 TMEM119 CCDC63 NOS1 TSPAN19 USP30 ANKRD13A KITLG RNF34 FAM71C SPIC LTA4H NT5DC3 HVCN1 PMCH SELPLG"
302,16,0.8600,103.2,251.2,0.2671,0.931718,"MOCS3 ALKBH8 NR2C2AP ELP2 ELP5 IKBKAP KTI12 CTU1 CTU2 DPH3 ELP3 ELP6 PUS3 URM1 RNF25 ELP4"
303,9,0.5158,18.57,255.9,0.06349,0.999853,"PPHLN1 FAM208A MORC2 SETDB1 BAP1 ATF7IP MPHOSPH8 FAM208B TRIM33"
304,24,0.2082,57.45,560.5,0.08628,1.00000,"MYO9A TXNDC17 RAB35 PKN2 ADRBK1 NCLN ACTB KCTD10 MYO9B PAWR WDR1 ROCK2 ARHGEF12 GNA13 BTBD9 LPAR2 RIC8A RHOA CUL3 PDCL LPAR1 ARIH1 KEAP1 TXNRD1"
305,9,0.2130,7.668,237.9,0.02909,0.999853,"OR56B4 MBLAC2 LYST WDR1 HAVCR1 ZNF99 SART1 CAPZB SSRP1"
306,11,0.4521,24.87,256.9,0.08187,0.999930,"EFR3A CHD8 ING2 SUDS3 ASH2L SAP130 DPY30 ING1 SAP30 ARID4B SIN3A"
307,12,0.7743,51.10,166.3,0.2117,0.996370,"UBIAD1 DTYMK MVD PGD YRDC MAT2A MVK CMPK1 HMGCS1 HMGCR PMVK GMPPB"
308,9,0.3651,13.14,171.8,0.06476,0.999853,"RAF1 MRGBP ING3 ACLY EPC1 EP400 EPC2 BRD8 MSL1"
309,10,0.2017,9.079,165.9,0.04656,0.999933,"USP10 DYNC1LI1 RUNX1 OR4C15 OR4C16 SERBP1 CARM1 CBFB PAXIP1 PPP1CC"
310,7,0.6256,13.14,129.6,0.08382,0.999299,"TTF2 RBM4 RBM4B PIAS4 MCPH1 SRBD1 TDP2"
311,7,0.2179,4.575,146.3,0.02775,0.999299,"APLF FCF1 CHKA ATP6V0E1 FBXO11 DRD1 CPEB4"
312,10,0.2068,9.306,337.8,0.02535,0.999933,"KCNQ2 NUPL1 OLR1 PAQR9 WBP4 NUFIP1 NANOG NKTR SS18L2 DAXX"
313,106,0.1575,876.7,2826,0.2239,1.00000,"RRM2 NUDT21 NUTF2 POLR3A SDE2 CDC6 DHX8 PSMD3 ZNF830 CDC27 KIF11 RPS15A SF3A2 EIF2S1 HNRNPK PHF5A PSMA1 PSMA2 PSMA4 PSMA6 RPL14 RPL18 RPL18A SMU1 CDC5L CNIH4 POLR2L PSMD7 RAN RPL37 RPS13 SARS SFPQ SNRPB RPL32 PLK1 SNRPA1 SF1 NHP2L1 RPL3 KPNB1 CCDC94 SUPT6H SNRNP200 NBEAL1 CCT3 ANKLE2 PSMB4 PRELID1 RPLP0 RPL31 RPS8 POLE SNRPF WEE1 COPA ETF1 NSF FAM25G HSPA5 USP5 EIF4A3 VCP FAU XAB2 RPS6 SNRPD1 PSMD14 ANAPC4 RPL19 CHEK1 NEDD1 PSMB3 RPL9 RRM1 POLR2A EEF2 RPL27 RNGTT ZNF207 PSMA3 SNRPG ISY1 RPL7A RPL23A RPL27A COPB2 SF3B1 SF3A1 PSMA5 RPL23 RPL4 PSMD11 RPL17 POLR2E RPL15 SF3A3 RPL13 RPLP2 HSPE1 RPL11 UBL5 PSMB2 PSMC1 PRPF38A RPL6"
314,58,0.2002,330.9,2847,0.1005,1.00000,"FBXW8 CHST11 FAM109A NUAK1 EID3 CEP290 SH2B3 C12orf74 RFX4 CCDC38 UBE3B TMEM116 LHX5 MYL2 OAS1 OAS2 OASL RITA1 TMEM233 ZNF664 BTBD11 GNPTAB CCER1 DAO TCTN1 DEPDC4 MGAT4C KERA ACACB ACADS ALDH1L2 ANO4 C12orf42 CUX2 DRAM1 ELK3 RPH3A SLC5A8 SYCP3 TBX5 TMEM119 TMEM263 WSCD2 NOS1 TSPAN19 ANKRD13A KITLG FAM71C SPIC SSH1 LTA4H MTERF2 CDK17 HVCN1 PMCH SELPLG NTS EPYC"
315,14,0.2076,18.90,480.3,0.03584,0.999997,"HAND2 CCDC74A POLR3A TARBP1 PBX1 HOXB13 RNF2 CSE1L CCDC74B PREB ZNRF4 CLSPN KANK4 ECD"
316,52,0.2001,265.3,1899,0.1170,1.00000,"UBN2 ATP6V0A4 CPA1 OR9A4 TMEM140 OR6B1 PODXL ZNF800 GALNTL5 TRPV6 CRYGN SLC37A3 STRA8 TRPV5 ZNF746 ABCF2 ARHGEF5 OR2A5 PRSS37 TMEM139 ZNF783 ZNF862 TSGA13 FAM131B OR2A2 ZNF777 FAM115C GRM8 RNF148 ARF5 EPHB6 KDM7A PRRT4 AGBL3 OR9A2 WEE2 ARHGEF35 BRAF CTAGE4 DENND2A FLNC KLHDC10 LRGUK PRSS1 RAB19 TAS2R3 TAS2R39 TTC26 WDR91 AKR1D1 TAS2R60 CNTNAP2"
317,9,0.6797,24.47,243.3,0.08563,0.999853,"DAZAP1 ALAS1 ALAD HMBS UROS CPOX FECH PPOX UROD"
318,11,0.2047,11.26,357.3,0.02882,0.999969,"GINM1 OR10W1 PLEKHG1 OR2W3 ZBTB40 CENPC TRIM49D1 SENP6 ZBTB24 EXPH5 TRIM48"
319,10,0.2085,9.383,307.1,0.02789,0.999933,"OR1S1 RPL41 CNTN4 OR5P3 NRG1 RCOR1 TMEM45B OR51G1 OR7A17 BHLHE40"
320,5,0.5305,5.305,50.04,0.08119,0.996692,"CSDE1 DHX29 STRAP EIF4A1 EIF4G2"
321,4,0.5581,3.349,53.91,0.05131,0.992931,"RBM12 SCAF8 CTNNBL1 CDK13"
322,7,0.8443,17.73,209.5,0.07349,0.999299,"POLR3A POLR3K CRCP POLR3E POLR1C POLR3H POLR3B"
323,13,0.5341,41.66,250.6,0.1309,0.999993,"RTEL1 USP37 DSCC1 WDHD1 POLE4 CHTF18 FEN1 TRAIP ARMC5 POLE3 POLE2 CHTF8 RFC3"
324,57,0.1726,275.5,1941,0.1182,1.00000,"OR6V1 KEL ATP6V0A4 CPA1 OR9A4 OR6B1 PODXL GALNTL5 TRPV6 PDIA4 SLC37A3 STRA8 TRPV5 ZNF746 ARHGEF5 OR2A5 PRSS37 TMEM176B ZNF783 ZNF862 TSGA13 FAM131B OR2A2 ZNF777 FAM115C GRM8 RNF148 ARF5 THAP5 EPHB6 KDM7A PRRT4 AGBL3 KLF14 GIMAP5 OR9A2 WEE2 ARHGEF35 BRAF CTAGE4 DENND2A FAM115A FLNC KLHDC10 LRGUK PRSS1 RAB19 TAS2R3 TAS2R39 AKR1D1 TAS2R60 CNTNAP2 OR2A1 OR2A7 TAS2R40 DUSP4 SOX9"
325,24,0.3797,104.8,523.1,0.1550,1.00000,"RPS3 DDX10 SRFBP1 ARCN1 PRDM10 TRAPPC4 RPS25 NPAT C11orf57 HYOU1 CHORDC1 CWF19L2 BUD13 ZPR1 HINFP MED17 CCDC84 PCF11 SRPR ZNHIT2 TAF1D ZW10 PPP2R1A NUMA1"
326,10,0.2056,9.253,340.2,0.02504,0.999933,"SRA1 C1orf168 PRG3 APLNR PCDHGC4 SH3PXD2B BNC1 F5 GOLGA6D ZDHHC5"
327,11,0.6506,35.78,388.3,0.08022,0.999969,"PRAMEF6 PRAMEF7 PRAMEF8 PRAMEF11 HNRNPCL1 PRAMEF12 PRAMEF14 PRAMEF10 PRAMEF17 LOC391003 PRAMEF20"
328,47,0.2010,217.3,2576,0.07527,1.00000,"ASIC4 MOGAT1 ACADL VIL1 CRYGA PECR METTL21A C2orf47 CRYGB PDE6D WNT10A SLC11A1 ABCB6 CHRND CXCR2 DNAJB2 FAM134A FBXO36 GPBAR1 LANCL1 MARCH4 PNKD SPAG16 TMBIM1 TRAK2 WDFY1 RBM45 TYW5 ERBB4 CRYGD IGFBP5 MREG TNP1 MDH1B NIF3L1 CRYGC PTH2R ALS2 CDKL4 CASP10 TMEM169 HINT1 TMEM237 CPO CTLA4 PPIL3 C2orf69"
329,5,0.8226,8.226,86.21,0.07876,0.996692,"ARF6 CEP55 KIF14 CIT PDCD6IP"
330,157,0.2001,2450,6419,0.2668,1.00000,"SNX27 S100A8 RIIAD1 CLK2 ETV3L RXFP4 SNAPIN DCST2 LCE2C CGN C2CD4D LRRC71 LCE5A LIX1L LYSMD1 MTMR11 S100A16 THEM5 IVL BGLAP C1orf61 IL6R TCHH TMOD4 ITGA10 CTSK HIST2H3A PRUNE S100A10 SELENBP1 PEX11B POLR3GL APOA1BP SLC27A3 C1orf189 UBQLN4 HIST2H2AB HYDIN NUDT4 AQP10 PIAS3 DENND4B CD5L HAX1 FCRL3 LINGO4 S100A9 THBS3 TRIM46 SPRR2G S100A12 ACP6 ANKRD35 ANP32E ANXA9 BNIPL CD1C CDC42SE1 CHD1L CIART CRNN CTSS DCST1 FAM63A FLG2 FMO5 GJA5 GOLPH3L HFE2 HIST2H2BE HIST2H4B HRNR LCE3A LCE6A MLLT11 NUDT17 OTUD7B PDZK1 PRKAB2 RFX5 S100A2 S100A4 SHE SV2A TDRKH TNFAIP8L2 ZNF687 BOLA1 NES PGLYRP3 SEMA4A MTX1 RUSC1 RNF115 C1orf43 SEMA6C MUC1 SPRR2E PKLR CA14 EFNA4 FAM72B HAPLN2 RRNAD1 SCAMP3 TSACC TTC24 ADAMTSL4 LOR INSRR NTRK1 SLC50A1 C1orf54 ECM1 ENSA GABPB2 OAZ3 PAQR6 PBXIP1 PEAR1 RORC S100A1 S100A13 S100A6 SLC25A44 TMEM79 YY1AP1 ATP8B2 ETV3 SPRR4 ANKRD34A LCE2A GBA FAM189B HDGF TCHHL1 LCE2B CELF3 SPRR1A LCE1F C1orf56 HIST2H2BF SCNM1 FCGR1B MEX3A NPR1 PRR9 RAB25 NOTCH2NL UBE2Q1 FCRL5 S100A5 RIT1 SYT11 ARHGEF11 LCE3E LCE1B"
331,9,0.4652,16.75,137.3,0.09731,0.999853,"FOSL1 TRIB1 JUNB ZFP36L1 STK40 JUN DET1 RFWD2 DUSP4"
332,3,0.8884,2.665,64.20,0.03658,0.985452,"OR4F21 OR4F5 OR4F4"
333,21,0.2070,43.46,485.9,0.07607,1.00000,"SPI1 DYRK1A GFI1 PSMB6 WSB1 MEF2D MYB ZEB2 SLC5A3 CCND1 IKZF1 IRF8 GNG5 AMBRA1 CCND3 RB1 FLI1 FBXO7 THAP1 PSMB5 IRF2BP2"
334,22,0.2033,46.97,753.7,0.05561,1.00000,"HAND2 PBX2 PHOX2B HDAC2 ERC1 SOX11 GATA2 PBX1 ZFP36L2 TFAP2B ACTL6A EHBP1 ISL1 NFRKB INSM2 HDAC1 MEIS2 SIRT1 IGF2BP1 SPRED2 CREBBP EP300"
335,11,0.2029,11.16,371.6,0.02757,0.999969,"CD46 OR6P1 CCDC140 SLC16A14 FOXF1 FCRL2 NRBP1 DUSP23 PTBP1 CKAP5 TLE4"
336,14,0.2014,18.33,626.2,0.02726,0.999997,"TRIB3 DNALI1 GRAMD4 FAM118A FBLIM1 PLEKHM2 FIBP FAM159A GNG12 CHKA CLPS FLVCR1 CPEB4 CSNK2A1"
